_CASE_KEY,Material Group,Material Group Text,Material,Material Text,Net Order Price,Currency,Vendor,has_deviation,classification,cycle_days,deviation_event_count
1000602,R1132,Sport,R100011,Basketball 'Professional',13.5,USD,0000003745,False,Happy Path,20,0
1000619,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',1.35,EUR,R1000,True,Deviant,32,1
1000632,R1122,Deli,R100002,Salami parma,2.47,USD,0000003745,False,Happy Path,25,0
1000644,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.12,USD,0000005560,False,Happy Path,23,0
1000655,R1114,Preserves,R100026,Meyer's cream of mushroom soup,1.08,USD,0000005550,False,Happy Path,27,0
1000668,R1131,Tools,R100010,"Hammer, 20 oz framing",4.58,EUR,0000005550,False,Happy Path,28,0
1000673,R1132,Sport,R100011,Basketball 'Professional',4.58,EUR,0000005550,False,Happy Path,27,0
1000681,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',1.35,EUR,0000005550,False,Happy Path,34,0
1000682,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',1.35,EUR,0000005550,False,Happy Path,31,0
1000687,R1114,Preserves,R100026,Meyer's cream of mushroom soup,0.46,EUR,0000005550,True,Deviant,37,2
1000693,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,USD,0000003021,False,Happy Path,33,0
100000,R1221,Returnables,R100023,Crate 12 bottles,1.5,EUR,R1000,False,Happy Path,24,0
1000001,R1134,Electro,R100016,Tuner X300,157.0,USD,R3002,True,Deviant,27,1
1000003,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,0000001005,True,Deviant,38,2
1000008,00210,Input Devices,DPC1009,Standard Keyboard - EURO Model,16.6,EUR,0000001005,True,Deviant,34,1
1000018,00202,Motherboards,DPC1020,3Processor  500 MHz,23.5,EUR,0000001010,False,Happy Path,32,0
1000027,00207,Monitors,M-09,Flatscreen MS 1585,777.2,EUR,0000001020,False,Happy Path,31,0
1000036,00207,Monitors,M-18,Jotachi SN4500,920.29,EUR,0000005550,False,Happy Path,30,0
1000037,00207,Monitors,M-19,Jotachi SN5000,557.29,EUR,0000005550,False,Happy Path,25,0
100004,R1221,Returnables,R100022,Bottle 1.5,0.05,EUR,R1000,True,Deviant,32,1
1000050,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,0000003021,True,Deviant,4,1
1000052,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.36,EUR,0000003021,False,Happy Path,29,0
1000063,001,Metal processing,100-120,Flat gasket,23.5,EUR,0000001011,False,Happy Path,32,0
1000067,001,Metal processing,100-310,Slug for Shaft,24.5,EUR,0000001011,False,Happy Path,33,0
1000073,001,Metal processing,100-510,Ball bearing,10.19,USD,R3001,True,Deviant,39,1
100009,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,R1000,False,Happy Path,26,0
1000091,R1131,Tools,R100009,Screwdriver (cross-head),1.98,USD,0000005550,True,Deviant,4,1
1000100,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',2.99,USD,0000005560,False,Happy Path,21,0
1000112,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,USD,0000005550,True,Deviant,39,1
1000113,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,R1001,True,Deviant,35,1
1000114,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,R1001,True,Deviant,38,1
1000117,009,Accessories,1400-200,Deluxe Taillight,11.8,EUR,R1001,False,Happy Path,34,0
100012,R1221,Returnables,R100022,Bottle 1.5,0.14,EUR,R1000,False,Happy Path,31,0
1000121,009,Accessories,1400-750,Deluxe Gas Tank Striping Decals,8.19,EUR,R1001,False,Happy Path,32,0
1000122,R1131,Tools,R100010,"Hammer, 20 oz framing",4.46,EUR,R1001,False,Happy Path,36,0
1000147,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.86,USD,R1000,False,Happy Path,22,0
1000148,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.86,USD,R1000,False,Happy Path,28,0
1000154,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.12,USD,R1000,True,Deviant,36,1
1000155,R1121,Perishables,R100008,Pepper,2.56,USD,R1000,True,Deviant,38,1
1000167,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,EUR,0000003902,True,Deviant,34,2
1000170,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,EUR,0000003902,True,Deviant,11,1
1000171,002,Electronics,R-1140,"TFT Monitor, 17"",205,EUR""",3902.0,,,True,Deviant,11,1
1000200,007,Services,,,8017.02,USD,R3000,False,Happy Path,34,0
1000204,003,Bulbs,40-100F,Light Bulb 220/235V 40 watt frosted,0.05,EUR,0000000300,True,Deviant,53,1
1000214,003,Bulbs,40-200Y,Bulb A 40/33x128 yellow EMG,0.01,EUR,0000001001,True,Deviant,4,1
1000215,003,Bulbs,40-210,Helix 40W 220-235V 1000h CC,0.02,EUR,0000001001,True,Deviant,37,1
1000216,003,Bulbs,80-210,Coil 220-235V 80-watt 1000h CC,0.02,EUR,0000001001,True,Deviant,42,1
1000218,003,Bulbs,60-100C,Bulb 220/35V 60-watt frosted,0.05,EUR,0000001001,True,Deviant,38,1
1000229,003,Bulbs,60-200Y,Bulb A 60/33x128 yellow EMG,0.1,EUR,0000001001,False,Happy Path,26,0
1000230,003,Bulbs,60-210,Coil 220-235V 60-watt 1000h CC,0.01,EUR,0000001001,True,Deviant,36,1
1000232,003,Bulbs,80-100F,Bulb 220/35V 80-watt frosted,0.13,EUR,0000001001,False,Happy Path,28,0
1000236,008,Packaging,80-110F,220-235V 80-watt frosted e27 MIG box,0.01,EUR,0000001075,True,Deviant,37,1
1000237,008,Packaging,80-110R,220-235V 80-watt yellow e27 MIG box,0.01,EUR,0000001075,True,Deviant,37,1
100024,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R3000,False,Happy Path,27,0
1000245,003,Bulbs,80-200Y,Bulb A 40/33x128 yellow EMG,0.01,USD,R3002,False,Happy Path,29,0
100026,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.72,USD,R3000,False,Happy Path,28,0
1000260,00207,Monitors,M-03,Sunny Tetral3,634.0,EUR,0000001015,False,Happy Path,29,0
1000267,00207,Monitors,M-10,Flatscreen MS 1775P,818.1,EUR,0000001025,False,Happy Path,31,0
1000271,00207,Monitors,M-14,MAG PA/DX 175,562.39,EUR,0000001025,False,Happy Path,34,0
1000304,00208,Hard disks,DPC1004,Harddisk 42.94 GB / SCSI-2-Fast,637.1,EUR,0000001005,False,Happy Path,36,0
1000305,00208,Hard disks,DPC1005,Harddisk 21.13 GB /  ATA-2,180.0,EUR,0000001005,False,Happy Path,34,0
1000306,00210,Input Devices,DPC1009,Standard Keyboard - EURO Model,16.6,EUR,0000001005,False,Happy Path,36,0
1000310,00210,Input Devices,DPC1013,Professional keyboard - NATURAL Model,35.39,EUR,0000001005,False,Happy Path,31,0
1000313,012,Hardware,DPC1016,"SIM-Module 8M x 36, 70 ns",67.9,EUR,0000001011,False,Happy Path,32,0
1000314,012,Hardware,DPC1017,"SIM-Module 4M x 36, 70 ns",37.89,EUR,0000001011,False,Happy Path,30,0
1000324,001,Metal processing,100-431,Mains adaptor 100 - 240 V,1.42,USD,R3000,False,Happy Path,30,0
1000330,001,Metal processing,103-110,Slug for spiral casing--chrome steel,35.79,USD,R3000,True,Deviant,37,1
100036,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,False,Happy Path,29,0
1000372,0201,Motorcycles,1400-300,SunFun / 1200 cm3,3681.3,EUR,0000001011,True,Deviant,48,2
1000375,009,Accessories,1400-750,Deluxe Gas Tank Striping Decals,8.19,EUR,R1000,True,Deviant,13,1
1000397,R1133,Household/cosmetics,R100013,Shampoo 'Splash',1.14,EUR,0000003021,False,Happy Path,27,0
1000404,R1134,Electro,R100016,Tuner X300,114.14,EUR,0000005550,False,Happy Path,29,0
1000420,008,Packaging,40-110R,220-235V 40-watt red e27 MIG box,0.01,EUR,0000000300,False,Happy Path,33,0
1000426,003,Bulbs,40-210,Helix 40W 220-235V 1000h CC,0.02,EUR,0000001001,True,Deviant,35,1
1000432,003,Bulbs,60-100Y,Bulb 220/35V 60-watt yellow,0.26,EUR,0000001001,True,Deviant,40,1
1000434,008,Packaging,60-110F,220-235V 60-watt frosted e27 MIG box,0.01,EUR,0000001001,True,Deviant,38,1
100044,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,True,Deviant,40,1
1000441,003,Bulbs,60-210,Coil 220-235V 60-watt 1000h CC,0.01,EUR,0000001001,True,Deviant,39,1
1000443,003,Bulbs,80-100F,Bulb 220/35V 80-watt frosted,0.13,EUR,0000001001,True,Deviant,37,1
1000444,003,Bulbs,80-100R,Bulb 220/35V 80-watt red,0.3,EUR,0000001001,True,Deviant,42,1
1000445,003,Bulbs,80-100Y,Bulb 220/35V 80-watt yellow,0.26,EUR,0000001001,False,Happy Path,30,0
1000471,00208,Hard disks,DPC1004,Harddisk 42.94 GB / SCSI-2-Fast,637.1,EUR,0000001005,False,Happy Path,29,0
1000477,00210,Input Devices,DPC1013,Professional keyboard - NATURAL Model,35.39,EUR,0000001005,False,Happy Path,35,0
1000479,012,Hardware,DPC1015,"SIM-Modul 256 MB 16M x 32, 70 ns",97.2,EUR,0000001005,False,Happy Path,23,0
1000482,00202,Motherboards,DPC1019,Processor  700  MHz,197.19,EUR,0000001005,True,Deviant,38,1
1000495,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.4,USD,R3000,True,Deviant,46,2
1000500,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R3000,True,Deviant,33,1
1000506,R1122,Deli,R100002,Salami parma,49.5,EUR,0000001010,False,Happy Path,27,0
1000513,00207,Monitors,M-02,Sunny Xa1,634.0,EUR,0000001015,False,Happy Path,29,0
1000514,00207,Monitors,M-03,Sunny Tetral3,634.0,EUR,0000001015,False,Happy Path,36,0
1000515,00207,Monitors,M-04,Sunny Extreme,659.6,EUR,0000001015,False,Happy Path,33,0
1000522,00207,Monitors,M-11,Flatscreen MS 1785P,869.2,EUR,0000001015,True,Deviant,39,1
1000523,00207,Monitors,M-12,MAG DX 15F/Fe,511.3,EUR,R1000,True,Deviant,36,1
1000526,00207,Monitors,M-15,SEC Multisync XV15,710.7,EUR,R1000,True,Deviant,54,1
1000528,00207,Monitors,M-17,Jotachi SN4000,920.29,EUR,R1000,False,Happy Path,29,0
1000533,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,0000003745,False,Happy Path,30,0
1000536,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,0000003745,True,Deviant,42,2
1000558,001,Metal processing,100-210,Slug for fly wheel,51.1,EUR,0000001011,False,Happy Path,32,0
100056,R1221,Returnables,R100023,Crate 12 bottles,1.5,USD,R3000,True,Deviant,32,2
1000561,001,Metal processing,100-420,Circuit board M-1000,10.4,EUR,0000001011,False,Happy Path,24,0
1000563,001,Metal processing,100-431,Mains adaptor 100 - 240 V,1.42,USD,R3000,True,Deviant,41,1
1000564,001,Metal processing,100-432,Cable structure,1.02,USD,R3000,True,Deviant,37,1
1000570,001,Metal processing,103-410,Slug for pressure cover--chrome steel,15.3,USD,R3000,False,Happy Path,29,0
1000571,R1111,Dairy,R100000,Yoghurt all natural,0.53,USD,R3000,False,Happy Path,20,0
1000573,R1122,Deli,R100002,Salami parma,49.5,USD,0000005550,False,Happy Path,22,0
100059,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.72,USD,R3000,True,Deviant,65,2
1000612,0201,Motorcycles,1400-310,CrossFun / 350 cm3,3732.42,EUR,0000001011,False,Happy Path,34,0
100062,R1221,Returnables,R100022,Bottle 1.5,0.05,EUR,R1000,True,Deviant,29,1
1000627,R1111,Dairy,R100000,Yoghurt all natural,0.53,USD,0000003745,False,Happy Path,27,0
1000631,R1111,Dairy,R100001,Fauna margarine,0.95,USD,0000003745,False,Happy Path,28,0
1000640,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.86,USD,0000005550,False,Happy Path,30,0
1000646,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.12,USD,0000005560,True,Deviant,36,1
1000647,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.12,USD,0000005560,True,Deviant,31,1
1000683,R1134,Electro,R100016,Tuner X300,114.14,EUR,0000005550,False,Happy Path,23,0
100069,R1221,Returnables,R100023,Crate 12 bottles,1.53,EUR,R1000,False,Happy Path,31,0
1000704,002,Electronics,THT-00-06,Laser Printer,179.0,USD,0000003021,True,Deviant,13,1
1000712,002,Electronics,THT-00-14,Laser Printer,179.0,USD,0000003021,False,Happy Path,28,0
1000713,002,Electronics,THT-00-15,Laser Printer,179.0,USD,0000003021,False,Happy Path,23,0
1000715,002,Electronics,THT-00-17,Laser Printer,179.0,USD,0000003021,False,Happy Path,23,0
1000718,002,Electronics,THT-00-20,Laser Printer,179.0,USD,0000003021,False,Happy Path,27,0
1000719,002,Electronics,THT-00-21,Laser Printer,179.0,USD,0000003021,False,Happy Path,23,0
1000721,002,Electronics,THT-00-23,Laser Printer,179.0,USD,0000003021,False,Happy Path,25,0
100073,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,R1000,False,Happy Path,30,0
1000733,002,Electronics,THT-00-35,Laser Printer,179.0,USD,0000003021,True,Deviant,23,1
1000738,002,Electronics,THT-00-40,Laser Printer,179.0,USD,0000003021,False,Happy Path,26,0
1000002,R1132,Sport,R100011,Basketball 'Professional',13.5,USD,R3002,True,Deviant,25,1
1000005,00208,Hard disks,DPC1003,Harddisk 180 GB / SCSI-2-Fast,309.3,EUR,0000001005,True,Deviant,35,1
1000006,00208,Hard disks,DPC1004,Harddisk 42.94 GB / SCSI-2-Fast,637.1,EUR,0000001005,True,Deviant,11,1
1000007,00208,Hard disks,DPC1005,Harddisk 21.13 GB /  ATA-2,180.0,EUR,0000001005,True,Deviant,11,1
1000011,00210,Input Devices,DPC1012,Professional keyboard - MAXITEC Model,26.0,EUR,0000001005,False,Happy Path,34,0
1000016,012,Hardware,DPC1017,"SIM-Module 4M x 36, 70 ns",37.89,EUR,0000001010,False,Happy Path,37,0
1000023,00207,Monitors,M-05,Microsoft Lizenzen,286.3,EUR,0000001020,False,Happy Path,33,0
1000024,00207,Monitors,M-06,Flatscreen MS 1460 P,557.29,EUR,0000001020,False,Happy Path,28,0
1000025,00207,Monitors,M-07,Flatscreen LE 64P,567.5,EUR,0000001020,False,Happy Path,34,0
1000028,00207,Monitors,M-10,Flatscreen MS 1775P,818.1,EUR,0000001020,False,Happy Path,26,0
1000032,00207,Monitors,M-14,MAG PA/DX 175,562.39,EUR,0000001020,True,Deviant,42,1
1000033,00207,Monitors,M-15,SEC Multisync XV15,710.7,EUR,0000005550,True,Deviant,41,2
1000039,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,0000005550,False,Happy Path,32,0
1000040,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,0000005550,False,Happy Path,29,0
1000045,R1122,Deli,R100002,Salami parma,1.25,EUR,0000003021,True,Deviant,38,1
1000048,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,0000003021,True,Deviant,12,1
1000049,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,0000003021,True,Deviant,32,1
1000051,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.36,EUR,0000003021,False,Happy Path,36,0
1000053,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.36,EUR,R1000,False,Happy Path,31,0
1000057,R1121,Perishables,R100008,Pepper,1.17,EUR,R1000,False,Happy Path,32,0
1000062,R1131,Tools,R100009,Screwdriver (cross-head),2.39,EUR,R1000,False,Happy Path,29,0
1000068,001,Metal processing,100-420,Circuit board M-1000,10.4,EUR,0000001011,False,Happy Path,25,0
100007,R1221,Returnables,R100023,Crate 12 bottles,1.5,EUR,R1000,False,Happy Path,21,0
100008,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,False,Happy Path,29,0
1000080,R1122,Deli,R100002,Salami parma,49.5,USD,R3001,False,Happy Path,28,0
1000085,R1114,Preserves,R100026,Meyer's cream of mushroom soup,1.08,USD,0000005550,True,Deviant,35,2
1000087,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.33,USD,0000005550,True,Deviant,34,1
100010,R1122,Deli,R100002,Salami parma,25.1,EUR,R1000,False,Happy Path,31,0
1000102,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',2.99,USD,0000005560,False,Happy Path,21,0
1000106,R1134,Electro,R100016,Tuner X300,191.68,USD,0000005550,False,Happy Path,27,0
1000108,R1132,Sport,R100011,Basketball 'Professional',13.5,USD,0000005550,False,Happy Path,25,0
1000115,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,R1001,True,Deviant,38,1
1000128,R1114,Preserves,R100026,Meyer's cream of mushroom soup,0.46,USD,0000003745,True,Deviant,32,1
1000129,R1114,Preserves,R100027,Meyer's goulash soup,0.46,USD,0000003745,True,Deviant,11,1
100013,R1221,Returnables,R100023,Crate 12 bottles,1.53,EUR,R1000,False,Happy Path,28,0
1000135,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R1000,False,Happy Path,22,0
1000149,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.86,USD,R1000,False,Happy Path,24,0
1000150,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.86,USD,R1000,False,Happy Path,22,0
1000152,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.12,USD,R1000,False,Happy Path,25,0
1000162,R1114,Preserves,R100026,Meyer's cream of mushroom soup,1.08,USD,R1000,False,Happy Path,26,0
1000163,R1114,Preserves,R100027,Meyer's goulash soup,1.07,EUR,0000003902,False,Happy Path,25,0
1000173,R1131,Tools,R100010,"Hammer, 20 oz framing",4.62,EUR,0000001003,True,Deviant,3,1
1000184,R1133,Household/cosmetics,R100013,Shampoo 'Splash',1.14,EUR,0000005550,False,Happy Path,31,0
100019,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.4,EUR,R1000,True,Deviant,11,1
1000190,R1134,Electro,R100016,Tuner X300,114.14,EUR,0000005550,False,Happy Path,26,0
1000203,003,Bulbs,40-100C,Bulb 220/35V 40-watt clear,0.05,EUR,0000000300,False,Happy Path,33,0
1000213,003,Bulbs,40-200R,Bulb A 40/33x128 red EMG,0.01,EUR,0000001001,True,Deviant,40,1
1000220,003,Bulbs,60-100R,Bulb 220/35V 60-watt red,0.26,EUR,0000001001,False,Happy Path,37,0
1000221,003,Bulbs,60-100Y,Bulb 220/35V 60-watt yellow,0.26,EUR,0000001001,True,Deviant,40,1
1000222,008,Packaging,60-110C,220-235V 60-watt clear e27 MIG box,0.01,EUR,0000001001,True,Deviant,35,1
1000223,008,Packaging,60-110F,220-235V 60-watt frosted e27 MIG box,0.01,EUR,0000001001,False,Happy Path,29,0
1000231,003,Bulbs,80-100C,Light Bulb 220/235V 80 watt clear,0.13,EUR,0000001001,True,Deviant,36,1
1000233,003,Bulbs,80-100R,Bulb 220/35V 80-watt red,0.3,EUR,0000001075,False,Happy Path,28,0
1000239,003,Bulbs,YY-220,Pst 125 3.6-3.8/0.65-0.75 113,0.01,EUR,0000001075,False,Happy Path,32,0
1000242,003,Bulbs,80-200C,Bulb A 80/33x128 clear EMG,0.1,EUR,0000001075,False,Happy Path,25,0
100025,R1122,Deli,R100002,Salami parma,49.5,USD,R3000,False,Happy Path,27,0
1000250,003,Bulbs,YY-270,Base E27/27HAL,0.01,USD,R3002,True,Deviant,39,1
1000255,R1134,Electro,R100016,Tuner X300,157.0,EUR,0000001015,True,Deviant,3,1
1000269,00207,Monitors,M-12,MAG DX 15F/Fe,511.3,EUR,0000001025,False,Happy Path,36,0
1000274,00207,Monitors,M-17,Jotachi SN4000,920.29,EUR,R1000,False,Happy Path,29,0
1000276,00207,Monitors,M-19,Jotachi SN5000,557.29,EUR,R1000,True,Deviant,40,1
1000277,00207,Monitors,M-20,Jotachi SN 7000,577.79,EUR,R1000,True,Deviant,46,1
1000281,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,R1000,False,Happy Path,30,0
1000286,R1122,Deli,R100002,Salami parma,1.25,EUR,R1000,False,Happy Path,35,0
1000291,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.36,EUR,R1000,True,Deviant,36,1
1000296,R1121,Perishables,R100008,Pepper,1.17,EUR,0000003902,True,Deviant,3,1
1000298,R1121,Perishables,R100008,Pepper,1.17,EUR,0000003902,False,Happy Path,31,0
1000301,R1131,Tools,R100009,Screwdriver (cross-head),2.39,EUR,0000003902,False,Happy Path,29,0
1000308,00210,Input Devices,DPC1011,Professional keyboard - PROFITEC Model,20.5,EUR,0000001005,False,Happy Path,32,0
1000309,00210,Input Devices,DPC1012,Professional keyboard - MAXITEC Model,26.0,EUR,0000001005,False,Happy Path,35,0
100031,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.72,EUR,R1000,False,Happy Path,23,0
1000311,012,Hardware,DPC1014,"SIM-Modul M8M x 32, 128MB  DDR-RAM",50.79,EUR,0000001005,False,Happy Path,33,0
1000320,001,Metal processing,100-410,Casing for electronic drive,5.11,EUR,0000001011,True,Deviant,36,1
1000323,001,Metal processing,100-430,Lantern ring,2.6,USD,R3000,False,Happy Path,25,0
1000325,001,Metal processing,100-432,Cable structure,1.02,USD,R3000,False,Happy Path,35,0
1000326,001,Metal processing,100-433,Screw M 6X60,0.51,USD,R3000,False,Happy Path,34,0
100033,R1221,Returnables,R100023,Crate 12 bottles,1.5,EUR,R1000,False,Happy Path,22,0
100034,R1221,Returnables,R100022,Bottle 1.5,0.05,EUR,R1000,False,Happy Path,29,0
