_CASE_KEY,Material Group,Material Group Text,Material,Material Text,Net Order Price,Currency,Vendor,has_deviation,classification,cycle_days,deviation_event_count
1000346,R1131,Tools,R100010,"Hammer, 20 oz framing",10.99,USD,0000005560,False,Happy Path,28,0
1000349,R1131,Tools,R100010,"Hammer, 20 oz framing",10.99,USD,0000005560,False,Happy Path,24,0
1000365,R1132,Sport,R100011,Basketball 'Professional',13.5,EUR,0000001011,False,Happy Path,29,0
1000378,R1132,Sport,R100012,Skateboard 'Hells Bells',35.43,EUR,R1000,True,Deviant,4,1
1000387,R1131,Tools,R100010,"Hammer, 20 oz framing",4.62,EUR,0000005550,False,Happy Path,32,0
1000392,R1132,Sport,R100011,Basketball 'Professional',4.55,EUR,0000005550,False,Happy Path,35,0
1000396,R1133,Household/cosmetics,R100013,Shampoo 'Splash',1.14,EUR,0000003021,False,Happy Path,32,0
1000401,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',1.35,EUR,0000003021,True,Deviant,38,1
1000406,R1114,Preserves,R100026,Meyer's cream of mushroom soup,0.46,EUR,0000005550,False,Happy Path,28,0
100041,R1221,Returnables,R100023,Crate 12 bottles,1.53,EUR,R1000,False,Happy Path,22,0
1000411,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,EUR,0000005550,True,Deviant,31,2
1000415,003,Bulbs,40-100F,Light Bulb 220/235V 40 watt frosted,0.05,EUR,0000000300,True,Deviant,33,1
1000419,008,Packaging,40-110F,220-235V 40-watt frosted e27 MIG box,0.01,EUR,0000000300,True,Deviant,3,1
1000421,008,Packaging,40-110Y,220-235V 40-watt yellow e27 MIG box,0.01,EUR,0000000300,False,Happy Path,27,0
1000422,003,Bulbs,40-200C,Pistons A 40/33x128 clear EMG,0.1,EUR,0000000300,False,Happy Path,32,0
1000424,003,Bulbs,40-200R,Bulb A 40/33x128 red EMG,0.01,EUR,0000001001,False,Happy Path,33,0
1000427,003,Bulbs,80-210,Coil 220-235V 80-watt 1000h CC,0.02,EUR,0000001001,False,Happy Path,33,0
1000430,003,Bulbs,60-100F,Light Bulb 220/235V 60 watt frosted,0.13,EUR,0000001001,False,Happy Path,33,0
1000431,003,Bulbs,60-100R,Bulb 220/35V 60-watt red,0.26,EUR,0000001001,True,Deviant,35,1
1000440,003,Bulbs,60-200Y,Bulb A 60/33x128 yellow EMG,0.1,EUR,0000001001,True,Deviant,40,1
1000447,008,Packaging,80-110F,220-235V 80-watt frosted e27 MIG box,0.01,EUR,0000001001,True,Deviant,40,1
1000448,008,Packaging,80-110R,220-235V 80-watt yellow e27 MIG box,0.01,EUR,0000001001,False,Happy Path,28,0
1000453,003,Bulbs,80-200C,Bulb A 80/33x128 clear EMG,0.1,USD,R3002,True,Deviant,37,1
1000458,008,Packaging,YY-120,100-piece box,0.26,USD,R3002,True,Deviant,12,1
1000459,003,Bulbs,YY-250,MDH 0.10000 mm bl.ggl,0.51,USD,R3002,True,Deviant,34,1
1000460,003,Bulbs,YY-260,Current conveyor 3 piece,0.01,USD,R3002,True,Deviant,4,1
1000462,R1131,Tools,R100009,Screwdriver (cross-head),20.0,USD,R3002,False,Happy Path,28,0
1000463,R1131,Tools,R100010,"Hammer, 20 oz framing",100.0,EUR,0000001005,False,Happy Path,24,0
1000465,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',3.04,EUR,0000001005,False,Happy Path,27,0
1000470,00208,Hard disks,DPC1003,Harddisk 180 GB / SCSI-2-Fast,309.3,EUR,0000001005,False,Happy Path,38,0
1000474,00210,Input Devices,DPC1010,Standard Keyboard - EURO-Special Model,16.5,EUR,0000001005,False,Happy Path,27,0
1000476,00210,Input Devices,DPC1012,Professional keyboard - MAXITEC Model,26.0,EUR,0000001005,False,Happy Path,28,0
1000478,012,Hardware,DPC1014,"SIM-Modul M8M x 32, 128MB  DDR-RAM",50.79,EUR,0000001005,False,Happy Path,31,0
1000483,00202,Motherboards,DPC1020,3Processor  500 MHz,23.5,EUR,R1000,True,Deviant,42,1
1000486,R1122,Deli,R100002,Salami parma,25.1,EUR,R1000,False,Happy Path,29,0
1000488,R1221,Returnables,R100022,Bottle 1.5,0.14,EUR,R1000,False,Happy Path,35,0
1000490,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,R1000,False,Happy Path,27,0
1000491,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.39,EUR,R1000,False,Happy Path,32,0
1000492,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,False,Happy Path,38,0
1000494,R1122,Deli,R100002,Salami parma,25.1,USD,R3000,True,Deviant,25,1
1000496,R1221,Returnables,R100022,Bottle 1.5,0.14,USD,R3000,True,Deviant,40,1
100050,R1221,Returnables,R100022,Bottle 1.5,0.14,USD,R3000,False,Happy Path,26,0
1000507,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.72,EUR,0000001010,False,Happy Path,28,0
1000510,R1221,Returnables,R100022,Bottle 1.5,0.05,EUR,0000001010,False,Happy Path,22,0
1000519,00207,Monitors,M-08,Flatscreen MS 1575P,731.2,EUR,0000001015,False,Happy Path,23,0
100052,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R3000,False,Happy Path,22,0
1000529,00207,Monitors,M-18,Jotachi SN4500,920.29,EUR,R1000,False,Happy Path,30,0
1000042,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,0000005550,True,Deviant,37,1
1000046,R1122,Deli,R100002,Salami parma,1.25,EUR,0000003021,True,Deviant,35,1
1000061,R1131,Tools,R100009,Screwdriver (cross-head),2.39,EUR,R1000,False,Happy Path,33,0
1000079,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R3001,False,Happy Path,25,0
1000081,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",7.57,USD,R3001,False,Happy Path,25,0
1000086,R1114,Preserves,R100027,Meyer's goulash soup,1.08,USD,0000005550,True,Deviant,31,1
1000088,R1131,Tools,R100009,Screwdriver (cross-head),1.98,USD,0000005550,True,Deviant,12,1
1000105,R1134,Electro,R100016,Tuner X300,191.68,USD,0000005550,False,Happy Path,28,0
1000118,0201,Motorcycles,1400-300,SunFun / 1200 cm3,3681.3,EUR,R1001,False,Happy Path,31,0
1000119,0201,Motorcycles,1400-310,CrossFun / 350 cm3,3732.42,EUR,R1001,False,Happy Path,25,0
1000120,009,Accessories,1400-400,Motorcycle Helmet - Standard,23.01,EUR,R1001,False,Happy Path,29,0
1000127,R1134,Electro,R100016,Tuner X300,114.14,USD,0000003745,True,Deviant,34,1
1000137,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R1000,False,Happy Path,22,0
1000143,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",7.15,USD,R1000,False,Happy Path,28,0
1000146,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",7.15,USD,R1000,False,Happy Path,23,0
1000159,R1114,Preserves,R100026,Meyer's cream of mushroom soup,1.08,USD,R1000,False,Happy Path,21,0
1000179,R1132,Sport,R100012,Skateboard 'Hells Bells',17.46,EUR,0000001003,False,Happy Path,37,0
1000182,R1133,Household/cosmetics,R100013,Shampoo 'Splash',1.14,EUR,0000001003,False,Happy Path,34,0
1000186,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',1.35,EUR,0000005550,False,Happy Path,29,0
1000191,R1114,Preserves,R100026,Meyer's cream of mushroom soup,0.46,EUR,0000005550,False,Happy Path,31,0
1000194,R1114,Preserves,R100027,Meyer's goulash soup,0.46,USD,R3000,True,Deviant,41,1
1000197,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,USD,R3000,True,Deviant,42,1
1000198,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,USD,R3000,False,Happy Path,30,0
1000199,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,USD,R3000,False,Happy Path,32,0
1000244,003,Bulbs,80-200R,Bulb A 80/33x128 red EMG,0.1,USD,R3002,False,Happy Path,29,0
1000253,R1133,Household/cosmetics,R100013,Shampoo 'Splash',2.85,EUR,0000001015,True,Deviant,11,1
1000285,R1122,Deli,R100002,Salami parma,1.25,EUR,R1000,False,Happy Path,30,0
1000287,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,R1000,False,Happy Path,27,0
1000295,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.29,EUR,0000003902,True,Deviant,35,1
1000319,001,Metal processing,100-210,Slug for fly wheel,51.1,EUR,0000001011,True,Deviant,42,1
1000328,001,Metal processing,100-600,Support base,51.1,USD,R3000,False,Happy Path,36,0
1000332,R1111,Dairy,R100000,Yoghurt all natural,0.53,USD,R3000,True,Deviant,27,1
1000348,R1131,Tools,R100010,"Hammer, 20 oz framing",10.99,USD,0000005560,False,Happy Path,25,0
1000350,R1133,Household/cosmetics,R100013,Shampoo 'Splash',2.62,USD,0000005560,False,Happy Path,30,0
1000351,R1133,Household/cosmetics,R100013,Shampoo 'Splash',2.62,USD,0000005560,False,Happy Path,30,0
1000360,R1134,Electro,R100016,Tuner X300,177.34,USD,0000003021,True,Deviant,34,1
1000361,R1134,Electro,R100016,Tuner X300,177.34,USD,0000003021,True,Deviant,35,1
1000376,R1131,Tools,R100010,"Hammer, 20 oz framing",4.46,EUR,R1000,True,Deviant,11,1
1000379,R1133,Household/cosmetics,R100013,Shampoo 'Splash',1.13,EUR,R1000,False,Happy Path,33,0
1000388,R1131,Tools,R100010,"Hammer, 20 oz framing",4.62,EUR,0000005550,False,Happy Path,32,0
1000423,003,Bulbs,40-200F,Pistons A 40/33x128  matt EMG,0.1,EUR,0000001001,True,Deviant,44,1
1000469,00208,Hard disks,DPC1002,Harddisk 10.80 GB  / SCSI-2-Fast,157.9,EUR,0000001005,False,Happy Path,37,0
1000534,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,0000003745,True,Deviant,34,1
1000541,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,0000003745,True,Deviant,33,1
1000550,R1121,Perishables,R100008,Pepper,1.17,EUR,0000005560,False,Happy Path,32,0
1000555,R1131,Tools,R100009,Screwdriver (cross-head),2.39,EUR,0000001011,False,Happy Path,30,0
1000577,R1121,Perishables,R100008,Pepper,2.56,USD,0000005550,True,Deviant,33,2
1000595,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',3.04,USD,0000003745,False,Happy Path,22,0
1000597,R1134,Electro,R100016,Tuner X300,176.0,USD,0000003745,False,Happy Path,26,0
1000610,009,Accessories,1400-200,Deluxe Taillight,11.8,EUR,0000001011,False,Happy Path,35,0
1000617,R1132,Sport,R100012,Skateboard 'Hells Bells',35.43,EUR,R1000,True,Deviant,32,1
1000620,R1134,Electro,R100016,Tuner X300,114.14,EUR,R1000,True,Deviant,38,1
1000622,R1114,Preserves,R100027,Meyer's goulash soup,0.46,EUR,R1000,True,Deviant,14,1
1000635,R1122,Deli,R100002,Salami parma,2.47,USD,0000005550,False,Happy Path,20,0
1000637,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",7.34,USD,0000005550,False,Happy Path,24,0
1000639,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",7.34,USD,0000005550,False,Happy Path,25,0
1000653,R1114,Preserves,R100026,Meyer's cream of mushroom soup,1.08,USD,0000005550,False,Happy Path,21,0
1000658,R1114,Preserves,R100027,Meyer's goulash soup,1.07,USD,0000005550,True,Deviant,29,1
1000665,002,Electronics,R-1130,"Keyboard, English International",15.0,EUR,0000005550,True,Deviant,6,1
1000671,R1132,Sport,R100011,Basketball 'Professional',4.58,EUR,0000005550,False,Happy Path,28,0
1000680,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',1.35,EUR,0000005550,False,Happy Path,30,0
1000686,R1114,Preserves,R100026,Meyer's cream of mushroom soup,0.46,EUR,0000005550,True,Deviant,44,1
1000689,R1114,Preserves,R100027,Meyer's goulash soup,0.46,EUR,0000005550,True,Deviant,39,1
1000705,002,Electronics,THT-00-07,Laser Printer,179.0,USD,0000003021,True,Deviant,26,1
1000710,002,Electronics,THT-00-12,Laser Printer,179.0,USD,0000003021,False,Happy Path,24,0
1000711,002,Electronics,THT-00-13,Laser Printer,179.0,USD,0000003021,False,Happy Path,28,0
1000723,002,Electronics,THT-00-25,Laser Printer,179.0,USD,0000003021,False,Happy Path,30,0
1000009,00210,Input Devices,DPC1010,Standard Keyboard - EURO-Special Model,16.5,EUR,0000001005,True,Deviant,5,1
1000013,012,Hardware,DPC1014,"SIM-Modul M8M x 32, 128MB  DDR-RAM",50.79,EUR,0000001010,False,Happy Path,31,0
1000014,012,Hardware,DPC1015,"SIM-Modul 256 MB 16M x 32, 70 ns",97.2,EUR,0000001010,False,Happy Path,34,0
1000021,00207,Monitors,M-03,Sunny Tetral3,634.0,EUR,0000001010,False,Happy Path,32,0
1000022,00207,Monitors,M-04,Sunny Extreme,659.6,EUR,0000001010,False,Happy Path,29,0
1000029,00207,Monitors,M-11,Flatscreen MS 1785P,869.2,EUR,0000001020,False,Happy Path,31,0
1000030,00207,Monitors,M-12,MAG DX 15F/Fe,511.3,EUR,0000001020,True,Deviant,36,1
1000031,00207,Monitors,M-13,MAG DX 17F,536.89,EUR,0000001020,True,Deviant,35,2
100005,R1221,Returnables,R100023,Crate 12 bottles,1.5,EUR,R1000,True,Deviant,37,1
1000055,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.29,EUR,R1000,False,Happy Path,31,0
1000069,001,Metal processing,100-430,Lantern ring,2.6,EUR,0000001011,False,Happy Path,33,0
1000071,001,Metal processing,100-432,Cable structure,1.02,EUR,0000001011,True,Deviant,40,1
1000075,001,Metal processing,100-700,Sheet metal ST37,2.56,USD,R3001,False,Happy Path,26,0
1000077,001,Metal processing,103-410,Slug for pressure cover--chrome steel,15.3,USD,R3001,False,Happy Path,31,0
1000082,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.86,USD,R3001,False,Happy Path,28,0
100016,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,True,Deviant,41,2
1000168,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,EUR,0000003902,True,Deviant,33,1
100017,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,R1000,True,Deviant,37,1
1000209,008,Packaging,40-110R,220-235V 40-watt red e27 MIG box,0.01,EUR,0000000300,True,Deviant,36,2
100021,R1221,Returnables,R100023,Crate 12 bottles,1.53,USD,R3000,True,Deviant,32,1
1000224,008,Packaging,60-110R,220-235V 60-watt red e27 MIG box,0.01,EUR,0000001001,True,Deviant,36,1
100023,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,USD,R3000,False,Happy Path,36,0
1000234,003,Bulbs,80-100Y,Bulb 220/35V 80-watt yellow,0.26,EUR,0000001075,False,Happy Path,24,0
1000240,003,Bulbs,YY-230,Plate 125 11.4-11.8 30.5,0.01,EUR,0000001075,False,Happy Path,26,0
1000241,003,Bulbs,YY-240,Base mounting kit A 1.01,5.11,EUR,0000001075,False,Happy Path,31,0
1000247,008,Packaging,YY-120,100-piece box,0.26,USD,R3002,True,Deviant,33,2
1000258,00207,Monitors,M-01,Sunny Sunny 01,542.0,EUR,0000001015,False,Happy Path,38,0
1000262,00207,Monitors,M-05,Microsoft Lizenzen,286.3,EUR,0000001015,False,Happy Path,33,0
1000263,00207,Monitors,M-06,Flatscreen MS 1460 P,557.29,EUR,0000001025,False,Happy Path,36,0
1000266,00207,Monitors,M-09,Flatscreen MS 1585,777.2,EUR,0000001025,False,Happy Path,31,0
100027,R1221,Returnables,R100022,Bottle 1.5,0.05,USD,R3000,False,Happy Path,31,0
100029,R1111,Dairy,R100001,Fauna margarine,0.95,USD,R3000,False,Happy Path,29,0
1000292,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.36,EUR,R1000,True,Deviant,41,1
1000315,00202,Motherboards,DPC1019,Processor  700  MHz,197.19,EUR,0000001011,False,Happy Path,26,0
1000327,001,Metal processing,100-510,Ball bearing,10.19,USD,R3000,False,Happy Path,29,0
1000331,001,Metal processing,103-410,Slug for pressure cover--chrome steel,15.3,USD,R3000,True,Deviant,49,2
1000343,R1131,Tools,R100009,Screwdriver (cross-head),2.0,USD,0000005560,False,Happy Path,30,0
1000345,R1131,Tools,R100009,Screwdriver (cross-head),2.0,USD,0000005560,False,Happy Path,27,0
100035,R1221,Returnables,R100023,Crate 12 bottles,1.5,EUR,R1000,False,Happy Path,29,0
1000357,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',3.04,USD,0000003021,False,Happy Path,21,0
1000368,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,0000001011,False,Happy Path,29,0
1000374,009,Accessories,1400-400,Motorcycle Helmet - Standard,23.01,EUR,R1000,True,Deviant,32,1
1000417,003,Bulbs,40-100Y,Bulb 220/35V 40-watt yellow,0.11,EUR,0000000300,True,Deviant,11,1
1000418,008,Packaging,40-110C,40 W clear 220-235V e27 MIG Carton,0.01,EUR,0000000300,True,Deviant,37,1
1000425,003,Bulbs,40-200Y,Bulb A 40/33x128 yellow EMG,0.01,EUR,0000001001,True,Deviant,39,1
1000433,008,Packaging,60-110C,220-235V 60-watt clear e27 MIG box,0.01,EUR,0000001001,False,Happy Path,26,0
100045,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,R1000,True,Deviant,39,1
100047,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.4,EUR,R1000,False,Happy Path,25,0
1000473,00210,Input Devices,DPC1009,Standard Keyboard - EURO Model,16.6,EUR,0000001005,False,Happy Path,33,0
1000480,012,Hardware,DPC1016,"SIM-Module 8M x 36, 70 ns",67.9,EUR,0000001005,False,Happy Path,27,0
1000481,012,Hardware,DPC1017,"SIM-Module 4M x 36, 70 ns",37.89,EUR,0000001005,True,Deviant,43,1
1000487,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.4,EUR,R1000,False,Happy Path,34,0
100049,R1221,Returnables,R100023,Crate 12 bottles,1.53,EUR,R1000,False,Happy Path,29,0
1000501,R1122,Deli,R100002,Salami parma,49.5,USD,R3000,True,Deviant,3,1
1000503,R1221,Returnables,R100022,Bottle 1.5,0.05,EUR,0000001010,False,Happy Path,26,0
1000505,R1111,Dairy,R100001,Fauna margarine,0.95,EUR,0000001010,False,Happy Path,25,0
100051,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,USD,R3000,False,Happy Path,33,0
1000525,00207,Monitors,M-14,MAG PA/DX 175,562.39,EUR,R1000,True,Deviant,41,1
100053,R1122,Deli,R100002,Salami parma,49.5,USD,R3000,False,Happy Path,31,0
100054,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.72,USD,R3000,False,Happy Path,30,0
1000542,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,0000003745,True,Deviant,6,1
1000544,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.36,EUR,0000005560,False,Happy Path,28,0
100055,R1221,Returnables,R100022,Bottle 1.5,0.05,USD,R3000,True,Deviant,24,2
1000560,001,Metal processing,100-310,Slug for Shaft,24.5,EUR,0000001011,False,Happy Path,26,0
1000562,001,Metal processing,100-430,Lantern ring,2.6,EUR,0000001011,False,Happy Path,28,0
1000567,001,Metal processing,100-600,Support base,51.1,USD,R3000,False,Happy Path,34,0
1000568,001,Metal processing,100-700,Sheet metal ST37,2.56,USD,R3000,False,Happy Path,29,0
1000569,001,Metal processing,103-110,Slug for spiral casing--chrome steel,35.79,USD,R3000,False,Happy Path,34,0
1000606,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,0000001011,True,Deviant,33,1
1000626,R1111,Dairy,R100000,Yoghurt all natural,0.53,USD,0000003745,False,Happy Path,27,0
100064,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,False,Happy Path,31,0
1000645,R1121,Perishables,R100007,"Net of oranges, 4 lb",2.12,USD,0000005560,True,Deviant,32,1
1000649,R1121,Perishables,R100008,Pepper,2.56,USD,0000005560,False,Happy Path,24,0
100065,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,R1000,False,Happy Path,31,0
1000656,R1114,Preserves,R100027,Meyer's goulash soup,1.07,USD,0000005550,False,Happy Path,27,0
100066,R1122,Deli,R100002,Salami parma,25.1,EUR,R1000,False,Happy Path,37,0
1000661,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.29,USD,0000005550,True,Deviant,26,1
1000664,002,Electronics,R-1160,"Harddisk, 20 GB",152.0,EUR,0000005550,True,Deviant,31,1
1000666,002,Electronics,R-1140,"TFT Monitor, 17"",205,EUR""",5550.0,,,False,Happy Path,32,0
100067,R1112,Beverages,R100003,Lemonade 1.5 l bottle,0.4,EUR,R1000,False,Happy Path,33,0
100068,R1221,Returnables,R100022,Bottle 1.5,0.14,EUR,R1000,False,Happy Path,34,0
100072,R1111,Dairy,R100000,Yoghurt all natural,0.27,EUR,R1000,False,Happy Path,33,0
1000000,R1133,Household/cosmetics,R100014,Body lotion 'Alabaster',3.04,USD,R3002,False,Happy Path,21,0
1000004,00208,Hard disks,DPC1002,Harddisk 10.80 GB  / SCSI-2-Fast,157.9,EUR,0000001005,True,Deviant,40,1
1000043,R1111,Dairy,R100001,Fauna margarine,0.41,EUR,0000003021,True,Deviant,29,1
1000058,R1121,Perishables,R100008,Pepper,1.17,EUR,R1000,False,Happy Path,34,0
1000064,001,Metal processing,100-130,Hexagon head screw M10,0.51,EUR,0000001011,False,Happy Path,31,0
1000090,R1131,Tools,R100009,Screwdriver (cross-head),1.98,USD,0000005550,True,Deviant,25,1
1000094,R1131,Tools,R100010,"Hammer, 20 oz framing",10.08,USD,0000005560,False,Happy Path,22,0
